,File,Energy inside GT,Pointing game,Head,Level
195,original_LS-541_5_6,0.049903448671102524,Miss,P3,LEVEL_II
196,original_LS-168_3_6,0.186118483543396,Hit,P3,LEVEL_II
197,original_LS-608_0_2,0.27258339524269104,Hit,P3,LEVEL_II
198,original_LS-506_4_7,0.09914886951446533,Miss,P3,LEVEL_II
199,original_LS-515_2_1,0.053940024226903915,Miss,P3,LEVEL_II
200,original_LS-608_0_6,0.19978033006191254,Hit,P3,LEVEL_II
201,original_LS-218_3_3,0.34457722306251526,Miss,P3,LEVEL_II
202,original_LS-218_4_2,0.061606213450431824,Hit,P3,LEVEL_II
203,original_LS-172_1_1,0.07539116591215134,Hit,P3,LEVEL_II
204,original_LS-276_1_7,0.1516837626695633,Hit,P3,LEVEL_II
205,original_LS-541_4_6,0.057045385241508484,Miss,P3,LEVEL_II
206,original_LS-276_2_4,0.2594940960407257,Miss,P3,LEVEL_II
207,original_LS-399_2_0,0.14061908423900604,Hit,P3,LEVEL_II
208,original_LS-021_1_5,0.35728245973587036,Hit,P3,LEVEL_II
209,original_LS-218_3_1,0.010865389369428158,Miss,P3,LEVEL_II
210,original_LS-276_5_2,0.006198497023433447,Miss,P3,LEVEL_II
211,original_LS-506_4_2,0.11124454438686371,Miss,P3,LEVEL_II
212,original_LS-608_5_1,0.0037334642838686705,Miss,P3,LEVEL_II
213,original_LS-399_4_3,0.24382218718528748,Hit,P3,LEVEL_II
214,original_LS-276_5_7,0.005471695680171251,Miss,P3,LEVEL_II
215,original_LS-172_0_2,0.09635479748249054,Hit,P3,LEVEL_II
216,original_LS-276_5_6,0.0017459491500630975,Miss,P3,LEVEL_II
217,original_LS-506_1_3,0.035452134907245636,Hit,P3,LEVEL_II
218,original_LS-021_4_3,0.057487234473228455,Miss,P3,LEVEL_II
219,original_LS-168_1_4,0.016511589288711548,Hit,P3,LEVEL_II
220,original_LS-021_2_3,0.16834565997123718,Miss,P3,LEVEL_II
221,original_LS-541_2_5,0.5004346966743469,Miss,P3,LEVEL_II
222,original_LS-506_2_4,0.14448846876621246,Miss,P3,LEVEL_II
223,original_LS-168_3_0,0.18527139723300934,Miss,P3,LEVEL_II
224,original_LS-399_4_4,0.19093622267246246,Hit,P3,LEVEL_II
225,original_LS-608_0_5,0.2143021672964096,Hit,P3,LEVEL_II
226,original_LS-021_1_7,0.0033052172511816025,Miss,P3,LEVEL_II
