,File,Energy inside Thyrocyte,Energy inside Confounder,Pointing game,Head,Level,Thyrocyte Count,Confounder Count
203,original_LS-257_5_1,0.0,0.1396859884262085,background,P3,LEVEL_I,0,2
204,original_LS-567_1_1,0.37114256620407104,0.0014860383234918118,thyrocyte,P3,LEVEL_I,10,3
205,original_LS-257_4_3,0.0,0.04664299637079239,confounder,P3,LEVEL_I,0,1
206,original_LS-235_0_1,0.0,0.05925772339105606,background,P3,LEVEL_I,0,3
207,original_LS-235_4_2,0.0,0.13379038870334625,background,P3,LEVEL_I,0,7
208,original_LS-115_0_1,0.0,0.13189373910427094,background,P3,LEVEL_I,0,5
209,original_LS-257_3_2,0.004947953391820192,0.07832133769989014,background,P3,LEVEL_I,9,20
210,original_LS-235_1_5,0.0,0.12865008413791656,confounder,P3,LEVEL_I,0,3
211,original_LS-567_5_6,0.0,0.056918803602457047,confounder,P3,LEVEL_I,0,3
212,original_LS-257_1_7,0.0,0.13940861821174622,background,P3,LEVEL_I,0,7
213,original_LS-010_1_6,0.009299159049987793,0.035500138998031616,background,P3,LEVEL_I,9,10
214,original_LS-115_5_5,0.0,0.07231499999761581,confounder,P3,LEVEL_I,0,5
215,original_LS-010_1_3,0.0,0.22161893546581268,background,P3,LEVEL_I,3,7
216,original_LS-257_0_2,0.0,0.14862234890460968,background,P3,LEVEL_I,0,9
217,original_LS-010_2_0,0.00656325276941061,0.02984531596302986,background,P3,LEVEL_I,6,9
218,original_LS-567_3_6,0.005121391732245684,0.11273618787527084,background,P3,LEVEL_I,3,11
219,original_LS-115_2_6,0.0,0.1601790487766266,background,P3,LEVEL_I,0,10
220,original_LS-257_1_1,0.007451339159160852,0.1130354031920433,background,P3,LEVEL_I,2,56
221,original_LS-567_4_4,0.0,0.0605902299284935,background,P3,LEVEL_I,0,3
222,original_LS-235_1_4,0.0,0.2123706340789795,confounder,P3,LEVEL_I,0,4
223,original_LS-257_1_3,0.01683446206152439,0.12059324234724045,background,P3,LEVEL_I,10,27
224,original_LS-235_2_3,0.3432397246360779,0.016778187826275826,thyrocyte,P3,LEVEL_I,9,3
225,original_LS-115_3_4,0.3266512155532837,0.0011889224406331778,thyrocyte,P3,LEVEL_I,7,7
226,original_LS-310_3_5,0.0,0.0318027064204216,confounder,P3,LEVEL_I,0,1
227,original_LS-235_2_6,0.0,0.09549854695796967,background,P3,LEVEL_I,0,5
228,original_LS-257_2_0,0.0,0.20999853312969208,background,P3,LEVEL_I,0,72
229,original_LS-310_4_7,0.0,0.0,background,P3,LEVEL_I,2,0
230,original_LS-235_4_6,0.0,0.05336954444646835,background,P3,LEVEL_I,0,1
231,original_LS-010_5_2,0.0,0.1549692004919052,confounder,P3,LEVEL_I,0,4
232,original_LS-010_0_2,0.0,0.08418601751327515,confounder,P3,LEVEL_I,0,1
233,original_LS-010_3_2,0.38681450486183167,0.013133012689650059,thyrocyte,P3,LEVEL_I,8,5
234,original_LS-257_4_1,0.0,0.22890159487724304,background,P3,LEVEL_I,0,18
235,original_LS-235_2_7,0.0,0.005306438077241182,background,P3,LEVEL_I,0,1
236,original_LS-257_4_5,0.0,0.20870369672775269,confounder,P3,LEVEL_I,0,10
237,original_LS-115_2_7,0.0,0.11126536875963211,background,P3,LEVEL_I,0,6
238,original_LS-567_5_2,0.0,0.0,background,P3,LEVEL_I,0,1
239,original_LS-010_2_3,0.00030047332984395325,0.08902207016944885,background,P3,LEVEL_I,2,11
240,original_LS-567_4_0,0.0,0.09060012549161911,background,P3,LEVEL_I,0,4
241,original_LS-010_1_2,0.0,0.23046685755252838,confounder,P3,LEVEL_I,2,4
242,original_LS-257_3_7,0.0,0.1747654527425766,confounder,P3,LEVEL_I,0,5
243,original_LS-310_2_4,0.4609220623970032,0.0013472222490236163,thyrocyte,P3,LEVEL_I,30,1
244,original_LS-257_1_5,0.007509032264351845,0.004788410849869251,background,P3,LEVEL_I,4,6
245,original_LS-010_1_7,0.004887568764388561,0.09714091569185257,background,P3,LEVEL_I,1,12
246,original_LS-567_2_2,2.171571941289585e-05,0.07827461510896683,background,P3,LEVEL_I,4,4
247,original_LS-567_1_5,0.0,6.684996333206072e-05,background,P3,LEVEL_I,4,6
248,original_LS-257_0_4,0.0,0.1507679671049118,background,P3,LEVEL_I,0,8
249,original_LS-257_0_0,0.0,0.2520051896572113,background,P3,LEVEL_I,0,14
250,original_LS-115_1_0,0.0,0.08224122226238251,background,P3,LEVEL_I,0,5
251,original_LS-115_3_7,0.0,0.04662270098924637,confounder,P3,LEVEL_I,0,4
252,original_LS-115_5_2,0.0,0.09663211554288864,confounder,P3,LEVEL_I,0,4
253,original_LS-567_2_1,0.004479965660721064,0.0168744083493948,background,P3,LEVEL_I,5,4
254,original_LS-235_0_2,0.0,0.18297573924064636,confounder,P3,LEVEL_I,0,5
255,original_LS-567_1_4,0.0,0.24843022227287292,background,P3,LEVEL_I,0,15
256,original_LS-235_0_5,0.0,0.035988569259643555,background,P3,LEVEL_I,0,1
257,original_LS-010_0_7,0.0,0.07758357375860214,background,P3,LEVEL_I,0,5
258,original_LS-115_3_2,0.0,0.0880146250128746,background,P3,LEVEL_I,0,6
259,original_LS-459_1_5,0.0,0.031747881323099136,background,P3,LEVEL_II,0,4
260,original_LS-190_4_1,0.0,0.12893088161945343,background,P3,LEVEL_II,0,6
261,original_LS-608_2_7,0.0,0.0300807636231184,background,P3,LEVEL_II,0,1
262,original_LS-459_1_6,0.0,0.08686347305774689,background,P3,LEVEL_II,0,8
263,original_LS-514_5_2,0.0,0.0941479280591011,background,P3,LEVEL_II,0,8
264,original_LS-489_2_2,0.00027525966288521886,0.12005079537630081,confounder,P3,LEVEL_II,2,23
265,original_LS-405_0_7,0.0,0.30521297454833984,background,P3,LEVEL_II,0,24
266,original_LS-405_4_3,0.0,0.20664635300636292,background,P3,LEVEL_II,0,24
267,original_LS-459_3_7,0.0,0.16417154669761658,background,P3,LEVEL_II,0,37
268,original_LS-608_5_4,0.0,0.13579626381397247,background,P3,LEVEL_II,0,1
269,original_LS-405_0_8,0.0,0.0038372369017452,background,P3,LEVEL_II,0,2
270,original_LS-608_1_1,0.0,0.07108335196971893,background,P3,LEVEL_II,0,3
271,original_LS-190_5_3,0.0,0.10901308059692383,confounder,P3,LEVEL_II,0,3
272,original_LS-405_2_1,0.0,0.39590728282928467,background,P3,LEVEL_II,0,32
273,original_LS-499_0_4,0.0,0.12016002088785172,background,P3,LEVEL_II,0,39
274,original_LS-459_4_1,0.0,0.002205499215051532,background,P3,LEVEL_II,0,1
275,original_LS-023_3_2,0.4173855781555176,0.0003810240305028856,thyrocyte,P3,LEVEL_II,13,2
276,original_LS-459_2_0,0.0,0.11590489000082016,background,P3,LEVEL_II,0,15
277,original_LS-499_1_4,0.0,0.06921771168708801,background,P3,LEVEL_II,0,26
278,original_LS-608_3_7,0.0,0.051410455256700516,confounder,P3,LEVEL_II,0,1
279,original_LS-313_0_4,0.0,0.07645509392023087,background,P3,LEVEL_II,0,9
280,original_LS-190_2_0,0.0,0.21851830184459686,background,P3,LEVEL_II,0,14
281,original_LS-278_0_2,0.0010970929870381951,0.0,background,P3,LEVEL_II,1,0
282,original_LS-459_5_8,0.0,0.0004213061183691025,background,P3,LEVEL_II,0,1
283,original_LS-489_2_4,0.0,0.09084803611040115,confounder,P3,LEVEL_II,0,14
284,original_LS-468_0_4,0.08612460643053055,0.003958971705287695,background,P3,LEVEL_II,13,10
285,original_LS-313_2_8,0.0,0.00254271412268281,background,P3,LEVEL_II,0,1
286,original_LS-190_1_4,0.0,0.08879190683364868,background,P3,LEVEL_II,0,17
287,original_LS-190_4_2,0.0,0.1270228922367096,background,P3,LEVEL_II,0,10
288,original_LS-468_2_0,0.0,0.003802896710112691,background,P3,LEVEL_II,0,8
289,original_LS-608_3_3,0.24310822784900665,0.0,thyrocyte,P3,LEVEL_II,8,1
290,original_LS-278_2_4,0.4414820075035095,4.1498780774418265e-05,thyrocyte,P3,LEVEL_II,24,3
291,original_LS-299_0_6,0.007050827145576477,0.13587084412574768,background,P3,LEVEL_II,4,15
292,original_LS-023_3_6,0.0,0.4927755296230316,confounder,P3,LEVEL_II,0,3
293,original_LS-514_3_4,0.04335586354136467,0.0067691318690776825,background,P3,LEVEL_II,11,2
294,original_LS-499_3_4,0.0,0.03248298913240433,background,P3,LEVEL_II,0,8
295,original_LS-489_2_1,0.0,0.1280680000782013,confounder,P3,LEVEL_II,0,26
296,original_LS-459_1_4,0.0,0.09554983675479889,confounder,P3,LEVEL_II,0,10
297,original_LS-299_3_1,0.0009787592571228743,0.10990894585847855,background,P3,LEVEL_II,3,16
298,original_LS-405_2_7,0.0,0.22086401283740997,background,P3,LEVEL_II,0,22
299,original_LS-405_3_7,0.0,0.23806296288967133,background,P3,LEVEL_II,0,25
300,original_LS-218_1_5,0.139689639210701,0.0,background,P3,LEVEL_II,2,0
301,original_LS-514_5_0,0.0,0.11954913288354874,background,P3,LEVEL_II,0,8
302,original_LS-313_1_0,0.0,0.04413933679461479,background,P3,LEVEL_II,1,1
303,original_LS-405_0_4,0.022101039066910744,0.03248647600412369,background,P3,LEVEL_II,5,22
